epoch,train_loss,train_acc,train_acck,val_loss,val_acc,val_acck,val_macro_f1,val_weighted_f1,lr
1,3.028190380818135,0.1613812544045102,0.35474197016105996,2.27887924015522,0.4409448818897638,0.7396763414144516,0.374598013378556,0.3750260480088586,0.0001
2,1.7776888834463584,0.5247357293868922,0.7997759988716057,1.0495937652885914,0.8169291338582677,0.9564732164144516,0.8040266346356107,0.8055004633331122,0.0001
3,0.9851102277233794,0.7601127554615926,0.9563626126126126,0.49835119768977165,0.9330708661417323,0.9801897332072258,0.9314086269278155,0.9318401365261786,0.0001
4,0.531893537858048,0.8955602536997885,0.9849380630630631,0.25471348501741886,0.9645669291338582,0.9860491082072258,0.9640838355166389,0.9643819663096598,0.0001
5,0.3018708704626775,0.9498238195912615,0.9921171171171171,0.1670918259769678,0.9665354330708661,0.9880022332072258,0.966511153237232,0.9666675189985159,0.0001
6,0.17807088552361672,0.9706835799859056,0.9957219448175516,0.10318631445989013,0.9763779527559056,0.9899553582072258,0.9762340520709238,0.9763028285892245,0.0001
7,0.10226161481795816,0.985200845665962,0.9976069819819819,0.09811746113700792,0.9744094488188977,0.9919084832072258,0.9746421884246511,0.9747824131548469,0.0001
8,0.06628854647866106,0.9908386187455955,0.9990146396396397,0.08235289220465347,0.984251968503937,0.9938616082072258,0.9841858325836799,0.9841742078294846,0.0001
9,0.040338177183592644,0.9949260042283298,0.9991554054054054,0.06277297591441311,0.9822834645669292,0.9938616082072258,0.9820032069958011,0.9821986026336444,7e-05
10,0.02510466912828453,0.9980267794221283,0.9998592342342343,0.05379159416042967,0.9901574803149606,0.9938616082072258,0.9901290683852153,0.9901005229611458,7e-05
11,0.01779536312752244,0.9990133897110641,0.9998592342342343,0.05955498936600634,0.9901574803149606,0.9938616082072258,0.9900821640700184,0.9901509358668497,7e-05
12,0.015877941679964598,0.9985905567300916,1.0,0.05824900634979713,0.9901574803149606,0.99609375,0.9900809613952698,0.9901017540455342,7e-05
13,0.011102290556615067,0.9990133897110641,1.0,0.06582948875256989,0.9901574803149606,0.99609375,0.9900809613952697,0.9901017540455342,7e-05
14,0.009137342255017175,0.9995771670190274,1.0,0.0812182980516809,0.9862204724409449,0.9938616082072258,0.9861752965337443,0.9862505946067549,7e-05
15,0.007104437502503798,0.9998590556730091,1.0,0.10271132406342076,0.9803149606299213,0.9938616082072258,0.9803185966141432,0.9804030963946007,7e-05
16,0.007049634149151242,0.9995771670190274,1.0,0.062266100053420814,0.9862204724409449,0.9938616082072258,0.9861281920578849,0.9862099685592606,7e-05
17,0.005695788567856391,0.9997181113460183,1.0,0.0720644782927593,0.9862204724409449,0.9938616082072258,0.9861281920578849,0.9862579192961877,4.899999999999999e-05
