epoch,train_loss,train_acc,train_acck,val_loss,val_acc,val_acck,val_macro_f1,val_weighted_f1,lr
1,3.0119701774270684,0.14249471458773785,0.330671024215114,2.2988708913326263,0.452755905511811,0.7179129496216774,0.3847955666586212,0.38514673050266995,0.0001
2,1.9024056051228497,0.45454545454545453,0.7440327556283625,1.1701643615961075,0.844488188976378,0.9645647332072258,0.8333400531745975,0.8337438179890833,0.0001
3,1.037379739520786,0.7588442565186752,0.9453828828828829,0.5520081482827663,0.9173228346456693,0.98046875,0.9144991538223521,0.9148224314460204,0.0001
4,0.527108061421025,0.9066948555320649,0.9849380630630631,0.2519327774643898,0.9606299212598425,0.98828125,0.9602621179717061,0.9605065058671287,0.0001
5,0.2897885314583241,0.9568710359408034,0.9953547297297297,0.1480593765154481,0.9665354330708661,0.9921875,0.966269571010983,0.9664677771438184,0.0001
6,0.15606496392472372,0.9802677942212826,0.9973254504504504,0.10600763920228928,0.9783464566929134,0.994140625,0.9781004235300946,0.9781257666630055,0.0001
7,0.09024984236840192,0.9877378435517971,0.9988738738738738,0.14510808998602442,0.9665354330708661,0.9921875,0.966392820493245,0.9664322444652316,0.0001
8,0.054073610892603256,0.9936575052854123,0.9994369369369369,0.09512194845592603,0.9803149606299213,0.99609375,0.9802175786154259,0.9802434618245571,0.0001
9,0.03500937926582992,0.9960535588442565,0.9994369369369369,0.09782910667854594,0.9822834645669292,0.994140625,0.9823694854914642,0.9823360641803897,7e-05
10,0.023527585609757283,0.9976039464411558,0.9998592342342343,0.116056839513476,0.9822834645669292,0.99609375,0.9820469567549301,0.981992250394113,7e-05
11,0.018108990227988175,0.9990133897110641,1.0,0.1279014811880188,0.9783464566929134,0.99609375,0.9780971453974318,0.9781973161520432,7e-05
12,0.01360071490955044,0.9987315010570824,1.0,0.09582080793188652,0.9803149606299213,0.99609375,0.9803330787309259,0.980361762087905,7e-05
13,0.011281671979452006,0.9990133897110641,0.9998592342342343,0.1042849117784499,0.9822834645669292,0.99609375,0.9823760470027872,0.9823590753008894,7e-05
14,0.010180271997301092,0.9994362226920367,1.0,0.13766326129552908,0.9822834645669292,0.994140625,0.9820591672571528,0.9819237935437788,7e-05
15,0.008403128827397653,0.9992952783650458,1.0,0.12829537781180989,0.9822834645669292,0.99609375,0.9823002805376657,0.9823047610123207,7e-05
16,0.006705068305883607,0.9994362226920367,1.0,0.2058749100751811,0.9704724409448819,0.982421875,0.9696384512782537,0.9696634840457393,7e-05
17,0.005214756894290347,0.9998590556730091,1.0,0.0752866959419407,0.9862204724409449,0.99609375,0.9862829145390614,0.9862139895470534,4.899999999999999e-05
18,0.004594679652327286,0.9995771670190274,1.0,0.1135209440599283,0.984251968503937,0.99609375,0.9842953260056054,0.9843212909884294,4.899999999999999e-05
19,0.00373383161943796,1.0,1.0,0.13550890528949822,0.9783464566929134,0.9921875,0.9784987375833629,0.9784318843846503,4.899999999999999e-05
20,0.003613035515242315,1.0,1.0,0.10265245603159201,0.9822834645669292,0.99609375,0.9822421275442902,0.9821786280121719,4.899999999999999e-05
21,0.009758246693522082,0.9985905567300916,1.0,0.127127735691829,0.9783464566929134,0.994140625,0.9781329315495406,0.9780084175811589,4.899999999999999e-05
22,0.004307837004202779,0.9995771670190274,1.0,0.10944011508718177,0.9822834645669292,0.99609375,0.9822760351026372,0.9822567009149089,4.899999999999999e-05
23,0.003143618412961898,0.9998590556730091,1.0,0.10398718461692624,0.9822834645669292,0.994140625,0.9822862364533145,0.9822188032165997,4.899999999999999e-05
24,0.0027418339934130826,0.9998590556730091,1.0,0.09343546786180923,0.9862204724409449,0.994140625,0.9861764992084928,0.9862088705650763,4.899999999999999e-05
