epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.262223491797576,0.033389687235841084,3.2590603679418564,0.03944773175542406,0.001
2,3.261020805384662,0.030431107354184278,3.2585684657096863,0.03944773175542406,0.001
3,3.2599339775137,0.029585798816568046,3.2582986056804657,0.03944773175542406,0.001
4,3.2600562282510706,0.033389687235841084,3.258249446749687,0.03747534516765286,0.001
5,3.259660566175306,0.03550295857988166,3.2574736028909683,0.04142011834319527,0.001
6,3.259199097349837,0.04057480980557904,3.256230443716049,0.04142011834319527,0.001
7,3.272906261521417,0.04057480980557904,3.2593641728162766,0.03944773175542406,0.001
8,3.2598889937271944,0.03803888419273035,3.2593602687120438,0.03747534516765286,0.001
9,3.259622071240399,0.036770921386306,3.2582657486200333,0.03747534516765286,0.001
10,3.25954654732266,0.038461538461538464,3.2584113776683807,0.03747534516765286,0.001
11,3.2591967711577543,0.037193575655114115,3.2582868188619614,0.03747534516765286,0.0008
12,3.2590942769437223,0.03634826711749789,3.2582978904247284,0.03747534516765286,0.0008
13,3.259081888843227,0.034657650042265425,3.258208304643631,0.03747534516765286,0.0008
14,3.258657059153995,0.036770921386306,3.258167013525963,0.03747534516765286,0.0008
15,3.2588046724731856,0.03296703296703297,3.2581956833601,0.03747534516765286,0.0008
