epoch,train_loss,train_acc,train_acck,val_loss,val_acc,val_acck,val_macro_f1,val_weighted_f1,lr
1,3.0327992664801107,0.15743481324876674,0.3444354681818335,2.3200670331716537,0.3799212598425197,0.6704799123108387,0.313233823199923,0.3143526333398561,0.0001
2,1.838630361599965,0.5014799154334038,0.7799892283237733,1.1270821318030357,0.8385826771653543,0.9684709832072258,0.831493364499172,0.8326007060214254,0.0001
3,1.023581350708867,0.7499647639182523,0.9468762240968309,0.5442842897027731,0.9251968503937008,0.9821428582072258,0.9176568046168045,0.9182153403308707,0.0001
4,0.5929082802555583,0.8758280479210712,0.9806600078806147,0.30054779443889856,0.9566929133858267,0.9880022332072258,0.956467026601321,0.9567001400755053,0.0001
5,0.34111380879137965,0.9378435517970402,0.9926801801801802,0.1751204482279718,0.9744094488188977,0.9919084832072258,0.9745899980141394,0.9745757844836291,0.0001
6,0.2099668612821145,0.9656095842142354,0.9953547297297297,0.15362062701024115,0.9704724409448819,0.9919084832072258,0.9702368669692583,0.9700708565018868,0.0001
7,0.1169277571544454,0.9843551797040169,0.9978885135135135,0.07613189320545644,0.984251968503937,0.9935825914144516,0.9841095016369038,0.9840396388439002,0.0001
8,0.06982807723201208,0.9909795630725863,0.9984515765765766,0.10137867377488874,0.9763779527559056,0.9919084832072258,0.9763536745836537,0.9762951146109445,0.0001
9,0.040509207463647064,0.9949260042283298,0.9992961711711712,0.0783579471608391,0.9822834645669292,0.9919084832072258,0.9822874391280633,0.9822782127574259,7e-05
10,0.02488043075972782,0.9980267794221283,1.0,0.09767967032530578,0.9763779527559056,0.9919084832072258,0.976218920636446,0.9761915619728952,7e-05
11,0.020269104810263793,0.9980267794221283,0.9997184684684685,0.06795221224092529,0.9862204724409449,0.9938616082072258,0.9861829026389113,0.986159565898,7e-05
12,0.01704305670798865,0.9981677237491191,1.0,0.09050593040228705,0.984251968503937,0.9938616082072258,0.9841612063864459,0.9841910619609922,7e-05
13,0.014341330073400493,0.99830866807611,0.9998592342342343,0.07502643732914294,0.9881889763779528,0.9938616082072258,0.9881071822367369,0.9881772516563233,7e-05
14,0.009663001996536346,0.9994362226920367,1.0,0.10493717491226562,0.9803149606299213,0.9958147332072258,0.9803316918701535,0.9803906191701468,7e-05
15,0.008259059636337633,0.999154334038055,1.0,0.10759722171133035,0.9803149606299213,0.9919084832072258,0.9801115887411217,0.9801232564831883,7e-05
16,0.006445021219111073,0.9997181113460183,1.0,0.11163774439955887,0.9803149606299213,0.9919084832072258,0.9802126455552939,0.980245057714532,7e-05
17,0.005340573496420171,1.0,1.0,0.09084122149852192,0.984251968503937,0.9958147332072258,0.9841980811616439,0.9842341926935794,4.899999999999999e-05
18,0.004702580282789747,0.9998590556730091,1.0,0.09158013760998074,0.984251968503937,0.9938616082072258,0.9842117187258886,0.9842881945192348,4.899999999999999e-05
19,0.004848032506620134,0.9997181113460183,1.0,0.09022815055550382,0.984251968503937,0.9938616082072258,0.9841536105459281,0.9842390742521386,4.899999999999999e-05
20,0.004491626134253451,0.9995771670190274,1.0,0.09804845631970238,0.984251968503937,0.9958147332072258,0.9843536343462284,0.9843757246192479,4.899999999999999e-05
