epoch,train_loss,train_acc,train_acck,val_loss,val_acc,val_acck,val_macro_f1,val_weighted_f1,lr
1,3.1363901254293083,0.10359408033826638,0.2495348609245575,2.5276167392730713,0.328740157480315,0.5708705373108387,0.24406058703075367,0.2438902909712399,0.0001
2,2.0087619375538184,0.43016208597603944,0.7025374560742765,1.3116401061415672,0.7381889763779528,0.9268973246216774,0.7205392481316123,0.7208966533870261,0.0001
3,1.2132922402910284,0.6763918252290345,0.911966314186921,0.6961513198912144,0.8956692913385826,0.9743303582072258,0.879609880956854,0.88038936817823,0.0001
4,0.7376042484968632,0.8276250880902044,0.9652308558558559,0.4215485341846943,0.9271653543307087,0.9762834832072258,0.9274910266725261,0.9275447292715087,0.0001
5,0.4663186513625824,0.9014799154334038,0.9822635135135135,0.2874545222148299,0.937007874015748,0.9801897332072258,0.9350235168774206,0.9352259128469047,0.0001
6,0.30670461756689055,0.9424947145877378,0.9898648648648649,0.17281590215861797,0.9645669291338582,0.9880022332072258,0.964726303348304,0.9646912532413325,0.0001
7,0.1885020268728604,0.9667371388301621,0.9950731981981982,0.14940965303685516,0.968503937007874,0.9919084832072258,0.9685060606721788,0.9685634901239178,0.0001
8,0.1294253499221963,0.9792811839323468,0.9959177927927928,0.13041946006705984,0.9744094488188977,0.9880022332072258,0.9743103446051011,0.9743256987933941,0.0001
9,0.07859588535250844,0.9884425651867512,0.9980292792792793,0.11868035141378641,0.9724409448818898,0.9919084832072258,0.9726477238795792,0.9726856461440726,7e-05
10,0.05455467021847899,0.9919661733615222,0.9988738738738738,0.10339386468695011,0.9724409448818898,0.9899553582072258,0.9723517957422371,0.9723636965255031,7e-05
11,0.04188470475728045,0.9930937279774489,0.9997184684684685,0.1033661601395579,0.9763779527559056,0.9919084832072258,0.9764810833217074,0.9764970357164064,7e-05
12,0.028649070352601173,0.9967582804792107,0.9997184684684685,0.10271120757897734,0.9803149606299213,0.9899553582072258,0.9801517317045113,0.9802010459222916,7e-05
13,0.02712088549270521,0.9954897815362932,0.9998592342342343,0.12182420156750595,0.9783464566929134,0.9899553582072258,0.9781260373711247,0.9782259975371728,7e-05
14,0.018345916637446027,0.9976039464411558,0.9998592342342343,0.13978302917894325,0.9763779527559056,0.9899553582072258,0.976529190311653,0.9764958046320182,7e-05
15,0.01616318789121972,0.9974630021141649,1.0,0.11515644589781004,0.9803149606299213,0.9899553582072258,0.9803579587745678,0.9803513094909799,7e-05
16,0.01169514706356216,0.9985905567300916,1.0,0.1377174842009481,0.9763779527559056,0.9880022332072258,0.9764354064467622,0.9763874659828234,7e-05
17,0.00877564638351753,0.9990133897110641,1.0,0.1227251184573106,0.984251968503937,0.9899553582072258,0.984300326600613,0.9842808595853586,4.899999999999999e-05
18,0.007343766696935704,0.9992952783650458,1.0,0.11890506473082496,0.9803149606299213,0.9919084832072258,0.9803034483542038,0.9803032872180679,4.899999999999999e-05
19,0.00791137517578816,0.999154334038055,0.9998592342342343,0.1399770717703177,0.9783464566929134,0.9919084832072258,0.9782324527016933,0.9782285927961538,4.899999999999999e-05
20,0.008242101666542727,0.9988724453840733,1.0,0.12312314691052961,0.9822834645669292,0.9899553582072258,0.9822810356976448,0.9822743864140568,4.899999999999999e-05
21,0.005734193884465541,0.9997181113460183,1.0,0.1416317657685795,0.9783464566929134,0.9899553582072258,0.978413799728108,0.9783157984137436,4.899999999999999e-05
22,0.005414754585446874,0.9995771670190274,1.0,0.1235513364840699,0.9783464566929134,0.9899553582072258,0.9783127853138714,0.9782149825841012,4.899999999999999e-05
23,0.007095399822909721,0.9992952783650458,1.0,0.12450512194527619,0.9803149606299213,0.9899553582072258,0.9803010532693558,0.9802529458483489,4.899999999999999e-05
24,0.004324111672168648,0.9995771670190274,1.0,0.11606245210259658,0.9822834645669292,0.9899553582072258,0.9821199097860498,0.9821121109290882,4.899999999999999e-05
