epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.262712656393559,0.03328402366863906,3.2595216144214976,0.038461538461538464,0.001
2,3.2611903608198,0.04031065088757396,3.25937434760007,0.038461538461538464,0.001
3,3.260592136157335,0.03069526627218935,3.2590473240072075,0.038461538461538464,0.001
4,3.2770740111198653,0.03772189349112426,3.259240583939986,0.038461538461538464,0.001
5,3.2602045973377116,0.035133136094674555,3.2588919509540903,0.038461538461538464,0.001
6,3.247585549157047,0.040680473372781065,3.1080342639576304,0.09171597633136094,0.001
7,2.965846778373041,0.08505917159763314,2.61727529222315,0.12130177514792899,0.001
8,2.6644304997822235,0.1290680473372781,2.5595432953401045,0.1301775147928994,0.001
9,2.583247880258504,0.12093195266272189,2.487515081058849,0.11834319526627218,0.001
10,2.4789999166183923,0.15606508875739644,2.3936808759515937,0.1834319526627219,0.001
11,2.370313108320067,0.16974852071005916,2.337940205227245,0.19230769230769232,0.0008
12,2.274213347209276,0.18971893491124261,2.1861493479121816,0.21597633136094674,0.0008
13,2.179457217278565,0.21005917159763313,2.10832480950789,0.257396449704142,0.0008
14,2.079745305360422,0.22189349112426035,2.1066098755056206,0.23372781065088757,0.0008
15,2.0240559648479937,0.23890532544378698,2.0254588398066433,0.24260355029585798,0.0008
16,1.9585860403331778,0.2577662721893491,2.016381686384028,0.2781065088757396,0.0008
17,1.8608635868546526,0.28587278106508873,1.9245713028040798,0.2869822485207101,0.0008
18,1.752180518483269,0.33986686390532544,1.8884686719287525,0.34615384615384615,0.0008
19,1.6731554728287916,0.33986686390532544,1.8273283405737444,0.32840236686390534,0.0008
20,1.623385259385645,0.34134615384615385,1.653154806657271,0.39349112426035504,0.0008
21,1.4440858103114473,0.4341715976331361,1.655874176458879,0.4408284023668639,0.00064
22,1.3926722975172234,0.4530325443786982,1.4313453164967624,0.514792899408284,0.00064
23,1.279227365756176,0.4885355029585799,1.3854532702402635,0.4881656804733728,0.00064
24,1.223725200052092,0.5,1.3849637291648171,0.5355029585798816,0.00064
25,1.0901235479574938,0.5491863905325444,1.1374370943416248,0.6094674556213018,0.00064
26,0.9873668576133322,0.5920857988165681,1.158119578253139,0.591715976331361,0.00064
27,0.8648434736319548,0.6678994082840237,0.9660268398848447,0.7011834319526628,0.00064
28,0.7630276641196753,0.7130177514792899,0.9738355129957199,0.6893491124260355,0.00064
29,0.7452739681717913,0.7174556213017751,0.867551093751734,0.7100591715976331,0.00064
30,0.5678009631542059,0.7795857988165681,0.8331027911467985,0.7662721893491125,0.00064
31,0.4868514322670254,0.8125,0.8678612248464064,0.7869822485207101,0.0005120000000000001
32,0.4337379172356171,0.8487426035502958,0.5775057165460153,0.8727810650887574,0.0005120000000000001
33,0.363279134123283,0.886094674556213,0.63390636715022,0.8550295857988166,0.0005120000000000001
34,0.32828236455042686,0.9056952662721893,0.5556998506019061,0.9053254437869822,0.0005120000000000001
35,0.28711693995141774,0.9238165680473372,0.5910989088429646,0.9023668639053254,0.0005120000000000001
36,0.2581684095399267,0.9434171597633136,0.5908981127854944,0.9230769230769231,0.0005120000000000001
37,0.2226409415532587,0.9582100591715976,0.51446261275983,0.9260355029585798,0.0005120000000000001
38,0.2004580790199031,0.9641272189349113,0.4669761126755144,0.9349112426035503,0.0005120000000000001
39,0.19533084186218327,0.9689349112426036,0.48544023688141763,0.9378698224852071,0.0005120000000000001
40,0.16774475195764746,0.9744822485207101,0.5579323993508958,0.9378698224852071,0.0005120000000000001
41,0.12380537929939184,0.9807692307692307,0.4982948890432123,0.9497041420118343,0.0004096000000000001
42,0.10142736632195054,0.9840976331360947,0.5025014227483718,0.9408284023668639,0.0004096000000000001
43,0.21026728788291563,0.959319526627219,0.7735966641895092,0.9142011834319527,0.0004096000000000001
44,0.11714292437626192,0.9792899408284024,0.5162935238172808,0.9319526627218935,0.0004096000000000001
45,0.12380146973810473,0.981508875739645,0.5682794003620405,0.9349112426035503,0.0004096000000000001
46,0.1268402267644904,0.9829881656804734,0.46642032672058453,0.9497041420118343,0.0004096000000000001
47,0.10740150302164973,0.9837278106508875,0.5824261981985976,0.9378698224852071,0.0004096000000000001
48,0.089045744151643,0.9840976331360947,0.6679252387574789,0.9408284023668639,0.0004096000000000001
49,0.10298901779670819,0.9848372781065089,0.4201974702565084,0.9556213017751479,0.0004096000000000001
50,0.07726593708055308,0.9877958579881657,0.5250127019932155,0.9497041420118343,0.0004096000000000001
