epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.2622690313002645,0.03365384615384615,3.259176882830533,0.038461538461538464,0.001
2,3.2614289367900176,0.03069526627218935,3.2586607933044434,0.038461538461538464,0.001
3,3.259798759572646,0.03254437869822485,3.2584284002130683,0.038461538461538464,0.001
4,3.2871514488669002,0.041789940828402365,3.2343181263316763,0.03550295857988166,0.001
5,2.953252879311057,0.08912721893491124,2.683551875027743,0.11242603550295859,0.001
6,2.670421600341797,0.11612426035502958,2.634257099845193,0.1242603550295858,0.001
7,2.571758848078111,0.14164201183431951,2.5746511112559927,0.15680473372781065,0.001
8,2.4402879686916576,0.15680473372781065,2.756001819263805,0.1242603550295858,0.001
9,2.385293856789084,0.16013313609467456,2.4538216807625512,0.1242603550295858,0.001
10,2.2751462291268743,0.18010355029585798,2.140472802248868,0.23076923076923078,0.001
11,2.1254382315803975,0.22078402366863906,2.125513857061213,0.22189349112426035,0.0008
12,2.0595573355169856,0.24186390532544377,1.9632586240768433,0.27218934911242604,0.0008
13,1.9308583119336296,0.2703402366863905,1.8494030128825794,0.28994082840236685,0.0008
14,1.89259553937351,0.28254437869822485,1.7905801209536465,0.32840236686390534,0.0008
15,1.7196872725206263,0.35502958579881655,1.7340477813373913,0.3698224852071006,0.0008
16,1.6402843278997086,0.3816568047337278,1.5288576646284624,0.3994082840236686,0.0008
17,1.4934193022110882,0.4245562130177515,1.3924086744135076,0.4378698224852071,0.0008
18,1.3669776159174303,0.46153846153846156,1.3661942915482954,0.5029585798816568,0.0008
19,1.2941263402209562,0.4911242603550296,1.3875899531624534,0.5118343195266272,0.0008
20,1.2035396113115198,0.5092455621301775,1.3362331932241267,0.5059171597633136,0.0008
21,1.0582946510875926,0.5869082840236687,1.0328168923204595,0.6597633136094675,0.00064
22,0.9148127163157743,0.6575443786982249,0.9995805296030912,0.7307692307692307,0.00064
23,0.7917931469047771,0.6967455621301775,1.127752873030576,0.665680473372781,0.00064
24,0.7386427469113294,0.724112426035503,0.8919641727750952,0.7603550295857988,0.00064
25,0.6782450086930218,0.7681213017751479,0.8358847525986758,0.7840236686390533,0.00064
26,0.5759165627114913,0.7928994082840237,0.8444153029810298,0.7869822485207101,0.00064
27,0.5295131881447399,0.8284023668639053,0.6530413708903573,0.8579881656804734,0.00064
28,0.4698799895889619,0.8324704142011834,0.7408922910690308,0.834319526627219,0.00064
29,0.46688525852035073,0.834319526627219,0.5677033716982062,0.8284023668639053,0.00064
30,0.4108271340236944,0.8583579881656804,0.6369684338569641,0.849112426035503,0.00064
31,0.3731292172389872,0.867603550295858,0.5828746584328738,0.8757396449704142,0.0005120000000000001
32,0.32356928613256003,0.8912721893491125,0.6624668132175099,0.8461538461538461,0.0005120000000000001
33,0.30784501301891665,0.8916420118343196,0.8006950969045813,0.8372781065088757,0.0005120000000000001
34,0.26351972818374636,0.9145710059171598,0.6192158921198412,0.8816568047337278,0.0005120000000000001
35,0.2696103203384315,0.915310650887574,0.6813249913128939,0.8698224852071006,0.0005120000000000001
36,0.23508737109163227,0.9315828402366864,0.6011904572898691,0.9142011834319527,0.0005120000000000001
37,0.19644991448696922,0.952292899408284,0.6493798433379694,0.9201183431952663,0.0005120000000000001
38,0.20514917062485918,0.9556213017751479,0.6124303443357348,0.9142011834319527,0.0005120000000000001
39,0.16241264110978912,0.9652366863905325,0.5778813673691316,0.8994082840236687,0.0005120000000000001
40,0.16824230031274698,0.966715976331361,0.5734749185768041,0.9349112426035503,0.0005120000000000001
41,0.17962999956353623,0.959319526627219,0.7624389014460824,0.908284023668639,0.0004096000000000001
42,0.09849453214555978,0.9811390532544378,0.5318494500084356,0.9497041420118343,0.0004096000000000001
43,0.07137775771758136,0.9863165680473372,0.764932453293692,0.9437869822485208,0.0004096000000000001
44,0.10029486033736783,0.9844674556213018,0.5398163461888378,0.9497041420118343,0.0004096000000000001
45,0.08672457591575734,0.9874260355029586,0.5408714389936491,0.9556213017751479,0.0004096000000000001
46,0.04022128213854397,0.992603550295858,0.5174380427395756,0.9585798816568047,0.0004096000000000001
47,0.056869182234410856,0.9900147928994083,0.46588253719859163,0.9497041420118343,0.0004096000000000001
48,0.07088666092604398,0.9896449704142012,0.5482058423486623,0.9378698224852071,0.0004096000000000001
49,0.06869546726948636,0.9877958579881657,0.5605612221089277,0.9467455621301775,0.0004096000000000001
50,0.059180175933493846,0.9896449704142012,0.6889022509144112,0.9467455621301775,0.0004096000000000001
