epoch,train_loss,train_acc,train_acck,val_loss,val_acc,val_acck,val_macro_f1,val_weighted_f1,lr
1,3.0978277535051912,0.1047216349541931,0.25558778885248545,2.4513526260852814,0.3051181102362205,0.6102120541036129,0.23909901495501412,0.23894653499340732,0.0001
2,2.1153701302167534,0.358985200845666,0.659267283774711,1.458225578069687,0.7283464566929134,0.9157366082072258,0.6996414998196241,0.7000647631823513,0.0001
3,1.329634278207212,0.6429880197322058,0.8911329808535876,0.7764803282916546,0.8838582677165354,0.9684709832072258,0.8796757979050908,0.880210806373378,0.0001
4,0.777576097496995,0.826215644820296,0.966920045045045,0.4027842506766319,0.9448818897637795,0.984375,0.9441636337491535,0.9443877469434583,0.0001
5,0.4708021193205773,0.9114869626497534,0.9867680180180181,0.23856951342895627,0.9645669291338582,0.984375,0.9645358372761629,0.9647670849018444,0.0001
6,0.2976902545773768,0.9477096546863989,0.9918355855855856,0.14194644894450903,0.9724409448818898,0.990234375,0.9723815907606763,0.9724052459946954,0.0001
7,0.20088004386304198,0.9654686398872445,0.993384009009009,0.1469658527057618,0.9625984251968503,0.9921875,0.9624434600488712,0.962538976923712,0.0001
8,0.13492934045021063,0.9795630725863284,0.9961993243243243,0.09235429525142536,0.9803149606299213,0.99609375,0.9802875669864908,0.9804186479057351,0.0001
9,0.08687630210172485,0.9863284002818886,0.9977477477477478,0.08606895647244528,0.9803149606299213,0.9921875,0.9801513146600307,0.9803588959679211,7e-05
10,0.06077801768441458,0.991261451726568,0.9984515765765766,0.08761235226120334,0.9822834645669292,0.994140625,0.9824172815655979,0.9824447236004806,7e-05
11,0.04896383338213504,0.9928118393234673,0.9987331081081081,0.06978736900782678,0.9862204724409449,0.994140625,0.9862632352510895,0.9863867786578107,7e-05
12,0.036482431888076906,0.9954897815362932,0.9985923423423423,0.05779276594694238,0.9901574803149606,0.99609375,0.9900302591598138,0.9900978048564041,7e-05
13,0.03165859255629281,0.9950669485553206,0.9991554054054054,0.08375056465956732,0.9822834645669292,0.99609375,0.9822661918741706,0.9823027836899598,7e-05
14,0.024897886348913448,0.9970401691331924,0.9997184684684685,0.05349794448193279,0.9901574803149606,0.99609375,0.9900302591598138,0.9900978048564041,7e-05
15,0.017802232297489774,0.9977448907681465,0.9997184684684685,0.07866191204811912,0.9822834645669292,0.990234375,0.9822279281126917,0.9823135867327392,7e-05
16,0.01660497060521749,0.9973220577871741,0.9998592342342343,0.08013849990857125,0.984251968503937,0.99609375,0.9844427757383223,0.9844701133553185,7e-05
17,0.010551565193029976,0.999154334038055,0.9998592342342343,0.0546114032231344,0.9901574803149606,0.99609375,0.9900821640700184,0.9901029851299226,4.899999999999999e-05
18,0.008755593936626069,0.999154334038055,0.9998592342342343,0.05835047824166395,0.9862204724409449,0.99609375,0.9861233916235398,0.9862505946067549,4.899999999999999e-05
19,0.009771860749743929,0.999154334038055,0.9998592342342343,0.068898199963769,0.984251968503937,0.994140625,0.9841942729767356,0.9842355466237286,4.899999999999999e-05
20,0.008050596414905813,0.9988724453840733,1.0,0.04788371589802409,0.9940944881889764,0.99609375,0.9940802449911762,0.9940413571785308,4.899999999999999e-05
21,0.00803729152775722,0.999154334038055,1.0,0.0900914736107552,0.984251968503937,0.994140625,0.9841055035559825,0.9841898308766036,4.899999999999999e-05
22,0.005536646183909479,0.9994362226920367,1.0,0.06113561030497294,0.9901574803149606,0.99609375,0.9900783661497594,0.9901017540455342,4.899999999999999e-05
23,0.005261548788251086,0.9995771670190274,0.9998592342342343,0.06827586689951204,0.9881889763779528,0.99609375,0.9881540865519339,0.9881320190241379,4.899999999999999e-05
24,0.0060728914761204724,0.999154334038055,0.9998592342342343,0.06142277013873354,0.9881889763779528,0.99609375,0.988255501287495,0.9882230579773361,4.899999999999999e-05
25,0.0046733811191966975,0.9994362226920367,1.0,0.0484622767332894,0.9940944881889764,0.99609375,0.9940802449911762,0.9940413571785308,3.4299999999999993e-05
26,0.003077217179763777,0.9998590556730091,1.0,0.05824184386210618,0.9901574803149606,0.99609375,0.9900823642306806,0.9901031182201268,3.4299999999999993e-05
27,0.0031665894184534243,0.9997181113460183,1.0,0.061440529576657354,0.9862204724409449,0.99609375,0.9861714986134853,0.9862089321192956,3.4299999999999993e-05
