epoch,train_loss,train_acc,val_loss,val_acc,lr
1,3.2617575701545265,0.029585798816568046,3.258792053569447,0.038461538461538464,0.001
2,3.2606847706963036,0.03069526627218935,3.2585596171292392,0.038461538461538464,0.001
3,3.2595216358409207,0.03772189349112426,3.2584371133284136,0.038461538461538464,0.001
4,3.2621235566980697,0.039571005917159764,3.2582284103740347,0.038461538461538464,0.001
5,3.25996356010437,0.03698224852071006,3.258156017823653,0.038461538461538464,0.001
6,3.268904854269589,0.035133136094674555,3.2726080417633057,0.038461538461538464,0.001
7,3.1920855353860293,0.05251479289940828,2.9776828505776147,0.06804733727810651,0.001
8,2.8400778938742244,0.09467455621301775,2.64994554086165,0.12130177514792899,0.001
9,2.689771385753856,0.10650887573964497,2.5288074016571045,0.15088757396449703,0.001
10,2.5734589492573456,0.1261094674556213,2.4113653789867056,0.13609467455621302,0.001
11,2.461578826343312,0.14534023668639054,2.2834094871174204,0.20710059171597633,0.0008
12,2.368960818122415,0.17011834319526628,2.2069966359571977,0.20710059171597633,0.0008
13,2.2876685437034157,0.1812130177514793,2.1301966580477627,0.22781065088757396,0.0008
14,2.21135914886699,0.20414201183431951,2.1916533383456143,0.22781065088757396,0.0008
15,2.1049183340633615,0.22892011834319526,2.0680852694944902,0.24260355029585798,0.0008
16,2.041460877306321,0.2485207100591716,1.8884149573066018,0.34023668639053256,0.0008
17,1.9668318776523366,0.2566568047337278,1.8648140863938765,0.3254437869822485,0.0008
18,1.8514447885401109,0.27958579881656803,1.8074605681679465,0.3727810650887574,0.0008
19,1.7688228354734532,0.3210059171597633,1.6507375998930498,0.40828402366863903,0.0008
20,1.6586776649250703,0.3620562130177515,1.5149464715610852,0.41124260355029585,0.0008
21,1.512623503628899,0.4260355029585799,1.3957267566160723,0.5532544378698225,0.00064
22,1.4138293644961188,0.46708579881656803,1.2798440239646218,0.5473372781065089,0.00064
23,1.325213043128743,0.4914940828402367,1.2456209876320579,0.5680473372781065,0.00064
24,1.2077185602749094,0.5528846153846154,1.091477090662176,0.6390532544378699,0.00064
25,1.0794375433641321,0.6216715976331361,0.9656733437017961,0.6952662721893491,0.00064
26,1.0174351320547217,0.6564349112426036,0.9875047261064703,0.6893491124260355,0.00064
27,0.8726726728327134,0.7048816568047337,0.8417680534449491,0.7130177514792899,0.00064
28,0.7867957164259518,0.7585059171597633,0.7668096937916495,0.7810650887573964,0.00064
29,0.6974991910597858,0.7747781065088757,0.6228946609930559,0.8254437869822485,0.00064
30,0.6103225623860079,0.8121301775147929,0.5822092132134871,0.8047337278106509,0.00064
31,0.5075033938183504,0.8431952662721893,0.5430912497368726,0.8284023668639053,0.0005120000000000001
32,0.4416179909425623,0.8664940828402367,0.4877806847745722,0.8461538461538461,0.0005120000000000001
33,0.4040609393049689,0.8783284023668639,0.6128482141278007,0.8461538461538461,0.0005120000000000001
34,0.3873274504261858,0.8957100591715976,0.5328525894067504,0.8461538461538461,0.0005120000000000001
35,0.3290648016859503,0.9149408284023669,0.5710678242824294,0.863905325443787,0.0005120000000000001
36,0.28556277699330274,0.9275147928994083,0.4167321893301877,0.8816568047337278,0.0005120000000000001
37,0.2687784794060623,0.9356508875739645,0.48077317056330765,0.9053254437869822,0.0005120000000000001
38,0.20821018416215392,0.9511834319526628,0.4991094429384578,0.908284023668639,0.0005120000000000001
39,0.22244505926090127,0.9460059171597633,0.2888351895592429,0.9378698224852071,0.0005120000000000001
40,0.1702729879056706,0.963387573964497,0.3148018148812381,0.9408284023668639,0.0005120000000000001
41,0.1643853538614862,0.9689349112426036,0.4128879857334224,0.9349112426035503,0.0004096000000000001
42,0.11861796615754856,0.9759615384615384,0.2812810116870837,0.9526627218934911,0.0004096000000000001
43,0.10935086491791642,0.978180473372781,0.28846492601389234,0.9526627218934911,0.0004096000000000001
44,0.1250140031470972,0.9774408284023669,0.55069815706123,0.9201183431952663,0.0004096000000000001
45,0.11373710283900008,0.9789201183431953,0.32936882972717285,0.9526627218934911,0.0004096000000000001
46,0.14245098387165106,0.9733727810650887,0.42916967791759153,0.9437869822485208,0.0004096000000000001
47,0.10475924143786816,0.9807692307692307,0.326739753511819,0.9526627218934911,0.0004096000000000001
48,0.08986134006477454,0.9807692307692307,0.4074041184291921,0.9497041420118343,0.0004096000000000001
49,0.07742945244535804,0.9840976331360947,0.5177619975398887,0.9437869822485208,0.0004096000000000001
50,0.09167140192516586,0.981508875739645,0.24689641277390448,0.9674556213017751,0.0004096000000000001
